"","entry_id","start_year","end_year","end_year_assumed","ithaID","count","value","recomputed","score","bias_flag","region_comment","diagnostic_method","comments","MultiLocation","Qualified","RecalculateDetails","MaxADM","globin_phenotype","name","geoboundary_key","geo_admin0","geo_admin1","geo_admin2","longitude","latitude","recruitment_site","measure_name","cause_name","metric_name","source_id","n_female","n_male","sample_size","sample_size_comment","consaguinity","status_group","nationality","nationality_comment","race","age_group_name","min_age","max_age","sex_group_name","ethnicity_name","religion_name","locus","pmid","report","doi","curated_by","comment","id"
"27967","18627","NULL",1994,"1","3692",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18627
"27968","18628","NULL",1994,"1","3692",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18628
"27969","18630","NULL",1994,"1","45",1,0.9709,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18630
"27970","18631","NULL",1994,"1","45",1,0.9709,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18631
"27971","18633","NULL",1994,"1","77",12,11.6505,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","Biased (due to testing only for up to 3 variants).",18633
"27972","18634","NULL",1994,"1","77",12,11.6505,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","Biased (due to testing only for up to 3 variants).",18634
"27973","18636","NULL",1994,"1","147",45,43.6893,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18636
"27974","18637","NULL",1994,"1","147",45,43.6893,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18637
"27975","18639","NULL",1994,"1","75",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18639
"27976","18640","NULL",1994,"1","75",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18640
"27977","18642","NULL",1994,"1","107",1,0.9709,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18642
"27978","18643","NULL",1994,"1","107",1,0.9709,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18643
"27979","18645","NULL",1994,"1","150",1,0.9709,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18645
"27980","18646","NULL",1994,"1","150",1,0.9709,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18646
"27981","18648","NULL",1994,"1","29",9,8.7379,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18648
"27982","18649","NULL",1994,"1","29",9,8.7379,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18649
"27983","18651","NULL",1994,"1","79",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","Biased (due to testing only for up to 3 variants).",18651
"27984","18652","NULL",1994,"1","79",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","NOVENA","sg|49756563B35992280772637|91842731B91701632481655","sg","49756563B35992280772637","91842731B91701632481655","103.8461","1.3222","Tan Tock Seng Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",103,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Chinese","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","Biased (due to testing only for up to 3 variants).",18652
"27985","18654","NULL",1994,"1","150",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18654
"27986","18655","NULL",1994,"1","150",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18655
"27987","18657","NULL",1994,"1","275",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18657
"27988","18658","NULL",1994,"1","275",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18658
"27989","18660","NULL",1994,"1","92",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18660
"27990","18661","NULL",1994,"1","92",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18661
"27991","18663","NULL",1994,"1","29",2,8.3333,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18663
"27992","18664","NULL",1994,"1","29",2,8.3333,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18664
"27993","18666","NULL",1994,"1","147",4,16.6667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18666
"27994","18667","NULL",1994,"1","147",4,16.6667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18667
"27995","18669","NULL",1994,"1","77",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","Biased (due to testing only for up to 3 variants).",18669
"27996","18670","NULL",1994,"1","77",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","Biased (due to testing only for up to 3 variants).",18670
"27997","18672","NULL",1994,"1","3692",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18672
"27998","18673","NULL",1994,"1","3692",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18673
"27999","18675","NULL",1994,"1","75",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18675
"28000","18676","NULL",1994,"1","75",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18676
"28001","18678","NULL",1994,"1","177",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18678
"28002","18679","NULL",1994,"1","177",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18679
"28003","18681","NULL",1994,"1","45",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18681
"28004","18682","NULL",1994,"1","45",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18682
"28005","18684","NULL",1994,"1","211",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18684
"28006","18685","NULL",1994,"1","211",0,0,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18685
"28007","18687","NULL",1994,"1","62",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18687
"28008","18688","NULL",1994,"1","62",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18688
"28009","18690","NULL",1994,"1","102",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","BUKIT MERAH","sg|49756563B35992280772637|91842731B75360675613840","sg","49756563B35992280772637","91842731B75360675613840","103.8363","1.2804","Singapore General Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18690
"28010","18691","NULL",1994,"1","102",1,4.1667,"yes","0.86","Low","Data duplicated across regions of multi-location study.","Molecular Diagnosis","NULL","Yes","Yes","NULL","Site","NULL","QUEENSTOWN","sg|49756563B35992280772637|91842731B79709939998411","sg","49756563B35992280772637","91842731B79709939998411","103.8014","1.2874","Alexandra Hospital","Relative allele frequency","NULL","percent","613","NULL","NULL",24,"Cohort includes: individuals known to be patients of hemoglobinopathies","NULL","Patients","198","declared","NULL","Children","NULL","NULL","Unspecified","Malay","NULL","β-locus","7927334","NULL","10.1007/BF00201598","Mikaella Kontopoulou","NULL",18691
